war |wars |war,7.845106157099433E-4
esperance |Esperance,7.811741806213311E-4
murder |murder |murders,7.800250659774974E-4
force |force |forces,7.800250659774974E-4
road |road,7.766396552795564E-4
bomber |Bombers,7.722372199567167E-4
court |courts |court,7.689171486989149E-4
thailand |Thailand,7.671344321229107E-4
hotel |Hotels |hotel |hotels,7.657933890472439E-4
prime minister |Prime Minister |prime minister,7.657933890472439E-4
business |businesses |business,7.570831522722769E-4
asada |ASADA,7.552569877052904E-4
number |numbers |number,7.551474215462018E-4
driver |drivers |driver |Drivers,7.544499508429977E-4
fighting |fighting,7.5433713049033E-4
james hird |James Hird,7.526046911920393E-4
dank |Dank,7.485231156756217E-4
end |ends |end,7.426696572634705E-4
fund manager |fund manager |fund managers,7.400597500623136E-4
misali |Misalis,7.400597500623136E-4
hunt |Hunt,7.400597500623136E-4
interest |interests |interest,7.356461977416926E-4
investor |investors |investor,7.32260246406439E-4
death |Death |deaths |death,7.304500162923185E-4
south |Souths |south |South,7.282835238586729E-4
brisbane |Brisbane,7.282835238586729E-4
lion |Lions,7.282835238586729E-4
sex |sex,7.241636452707168E-4
money |Money |money,7.238377666311816E-4
punch |punch |punches,7.137666033590319E-4
abuse |abuse,7.13203274208655E-4
fee |fees,7.128791577863063E-4
nrl grand final |NRL Grand Final |NRL grand final,7.128791577863063E-4
problem |problems |problem,7.107081239600937E-4
mission |mission |missions,7.103096593730655E-4
speaker |speakers |Speaker,7.103096593730655E-4
place |places |place,7.065104647023684E-4
murdoch |Murdoch,6.989453195032963E-4
sunday |Sunday,6.955128525489494E-4
patient |patients |patient,6.939901600511037E-4
bet |bets |bet,6.939901600511037E-4
james |James,6.916843513975106E-4
thing |things |thing,6.91255056396424E-4
information |Information |information,6.897375834775468E-4
part |parts |part,6.85338422809514E-4
woolworth |Woolworths,6.813226668427123E-4
british |British,6.813226668427123E-4
jack |Jack,6.77235199896991E-4
henning |Henning,6.77235199896991E-4
target |target |targets,6.74336596165438E-4
senator |Senator |senators |senator,6.74336596165438E-4
back |back |backs,6.71224339295644E-4
action |action |actions,6.694511839635013E-4
crowd |crowds |Crowds |crowd,6.669813388475996E-4
maynard |Maynard,6.578308889442788E-4
aha |AHA,6.578308889442788E-4
katter |Katter,6.578308889442788E-4
member |member |Member |Members |members,6.539063559271055E-4
