home |home |homes,4/10/2014,20,3,0.15
home |home |homes,5/10/2014,13,5,0.38461538461538464
home |home |homes,6/10/2014,23,8,0.34782608695652173
home |home |homes,8/10/2014,21,6,0.2857142857142857
home |home |homes,30/09/2014,25,5,0.2
home |home |homes,9/10/2014,21,3,0.14285714285714285
home |home |homes,7/10/2014,23,3,0.13043478260869565
home |home |homes,2/10/2014,24,2,0.08333333333333333
home |home |homes,1/10/2014,18,6,0.3333333333333333
home |home |homes,3/10/2014,20,4,0.2
